"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 20 04:29:59 UTC 2026","Wed May 20 04:29:59 UTC 2026","42","tests","test_ui","","","","test_ui_page",""
